	dg_d	dg_v	ca3_d	ca3_v	ca2	ca1_d	ca1_i	ca1_v	sst	pv
ENSMUSG00000090454	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090455	0	0	0	0	0	0	0	0	0	0.0878788
ENSMUSG00000090456	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090457	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090458	11.2251	6.29233	7.73838	9.11708	25.1262	13.9721	11.1758	14.3938	20.4225	21.7927
ENSMUSG00000090459	0	1.22553	0.33786	0.307179	0.135145	0.620516	0.199268	0	0	0.10889
ENSMUSG00000090460	0.307166	0.0972715	0.0397083	0.158405	0.0356865	0.105531	0.109342	0	0.97128	0.4845
ENSMUSG00000090461	0	0	0	0	0	0	0	0	0	0.178836
ENSMUSG00000090462	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090463	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090464	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090465	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090466	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090467	0.312596	0	0.0565473	0	0	0.0465847	0	0	0.181608	0.128232
ENSMUSG00000090468	0	0.127951	0	0	0.350792	0.081494	0	0.108196	0	0
ENSMUSG00000090469	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090470	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090471	0	0	0	0	0	0	0	0	0.0295898	0
ENSMUSG00000090472	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090473	0.0297243	0.88634	0.396914	0.274238	0.105715	0.285618	0.539763	0.493582	0.298318	0.136291
ENSMUSG00000090474	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090475	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090476	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090477	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090478	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090480	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090481	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090482	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090483	2.87E-05	3.8803	3.4501	2.32326	2.49623	2.78248	1.09644	1.73889	0.012679	0.702958
ENSMUSG00000090484	0	0.0832564	0	0.0271542	0.134878	0.034789	0	0	0.0053047	0
ENSMUSG00000090485	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090486	0	0	0.0378065	0	0	0.00683951	0.0206584	0.0335558	1.99711	2.11365
ENSMUSG00000090487	0	0	0	0	0	0	0	0	0	0.00807278
ENSMUSG00000090488	0	0.540553	0.0423848	0.230917	0	0.0374698	0.21311	0	0.0877935	0.851279
ENSMUSG00000090489	0	0.0277607	0	0	0	0.0149107	0	0	0	0
ENSMUSG00000090490	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090491	2.65511	0.330649	0	0.132424	0.38327	0.154628	0	0	0	0
ENSMUSG00000090492	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090493	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090494	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090495	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090496	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090497	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090498	5.94051	7.0426	21.9404	10.4909	6.62905	13.5671	15.3187	7.7986	10.3643	2.03064
ENSMUSG00000090500	0	0	0	0.0509749	0	0	0	0	0	0.337789
ENSMUSG00000090501	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090502	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090503	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090505	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090506	0	0.0983136	0.0207737	0.0627898	0.691056	6.75831	1.01348	0	0.463655	0.533906
ENSMUSG00000090507	0	0.0284867	0.0449777	0.0155448	0	0	0	0.269478	0	0
ENSMUSG00000090508	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090509	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090510	0.0154768	0	0.00551339	0	0.00503012	0.0121505	0.102334	0.0795242	0.0054004	0.0808545
ENSMUSG00000090511	0.288653	2.72725	1.67733	1.11862	0.130563	2.79455	3.73074	6.16994	0.133931	0.0405121
ENSMUSG00000090512	0	0	0	0	0	0	0	0	0.0339447	0.0414142
ENSMUSG00000090513	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090514	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090515	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090516	0.229589	0.826008	0.0409292	0.245224	0.439791	0.817318	0.0732068	0.476932	0	0.412435
ENSMUSG00000090517	0.04125	0.326243	0	0	0	0	0.0362781	0	0	0
ENSMUSG00000090518	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090519	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090521	40.1132	49.7337	25.2189	24.8768	27.3326	55.1418	28.309	55.6297	26.2076	98.2883
ENSMUSG00000090522	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090523	3.21438	0.817254	0	0	0.590787	0	0	0.270518	0	0.0145881
ENSMUSG00000090524	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090525	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090526	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090527	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090528	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090529	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090530	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090531	0	0	0	0	0	0	0	0	0.0769802	0
ENSMUSG00000090533	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090534	0	0	0	0	0	0	0	0.0394857	0	0
ENSMUSG00000090535	0	0.0911319	0.0804784	0	0	0	0	0	0.0577243	0.123895
ENSMUSG00000090536	13.0729	3.88148	9.44417	6.53124	10.6317	8.55387	9.69183	8.50984	6.63807	5.28409
ENSMUSG00000090537	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090538	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090539	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090541	0.0691673	0.0388763	0.0672597	0.0194048	0.0947484	0.0145803	0.0140321	0	0.0440396	0.0287092
ENSMUSG00000090542	0.722237	0.224378	0.765189	0.359898	0.144154	0.299742	0.333628	0.602714	0.297978	0.0367096
ENSMUSG00000090543	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090544	0.165641	0	0.0377247	0	0	0	0	0	0.0442452	0.0158274
ENSMUSG00000090545	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090546	435.223	197.862	856.13	137.276	266.827	203.765	139.892	131.298	240.683	637.53
ENSMUSG00000090547	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090548	0.0571774	1.62953	0.164447	0.267252	0.757443	0.049099	0.0881416	0.414821	0.336448	0.344292
ENSMUSG00000090549	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090550	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090551	0	0.0747512	0	0	0.014526	0	0	0	0.155952	0.0116232
ENSMUSG00000090552	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090553	21.8837	16.2039	13.2977	20.8493	14.7	24.1867	23.162	19.8427	32.9719	44.1165
ENSMUSG00000090554	26.3609	16.9116	26.2416	29.3124	60.1331	9.89691	8.10066	16.3245	9.30844	13.0645
ENSMUSG00000090555	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090556	0	0	0	0	0	0	0	0	0.0197026	0
ENSMUSG00000090558	0	1.30496	0	0.062091	0.410309	0.237238	0.0365647	0.147425	1.29903	1.0525
ENSMUSG00000090559	0.249513	0.384867	0.0502415	0.0033084	0.117158	0.163895	0.111894	0	0.0159431	0.179214
ENSMUSG00000090560	0	0.183338	0	0.0146659	0	0	0	0	0	0
ENSMUSG00000090561	0	0	0	0.0182304	0.0519362	0	0.0631553	0	0	0
ENSMUSG00000090562	0.178687	0	0	0	0	0	0	0	0	0
ENSMUSG00000090563	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090564	0.136492	0.302047	0.0985743	0.252123	0.0895285	0.104061	0.446412	0.112729	0.403155	0.502308
ENSMUSG00000090565	0.366147	0.718578	0.604042	0.51341	0.290486	0.805457	0.413762	0.723846	0.354651	0.430466
ENSMUSG00000090567	0.113585	0.415001	0.0950293	0.0829788	0.146537	0.372449	0.0718612	0.141444	0.103122	0.117363
ENSMUSG00000090569	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090570	0	0.154217	0.844064	0.202515	0	0	0	0	1.52545	2.61761
ENSMUSG00000090571	0	0	0	0	0	0	0	0	0	0.082452
ENSMUSG00000090572	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090573	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090574	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090575	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090576	0.219859	0.575251	0.477405	0.0616365	0.120054	0.107239	0.435713	0.502352	0.136503	0.0902585
ENSMUSG00000090577	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090578	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090579	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090580	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090581	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090582	12.8034	1.44533	0.458156	0.294308	0.871628	0.875766	0.257144	1.28456	0.299911	1.4425
ENSMUSG00000090584	0.466026	0.065008	0	0.0354849	0	0	0	0	0	1.05389
ENSMUSG00000090585	0	0	0	0	0	0	0	0	0.0326792	0
ENSMUSG00000090586	0	0	0	0.0237963	0.083045	0.0225607	0	0	0	0
ENSMUSG00000090587	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090588	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090589	0	0.117362	0	0.295478	0.0407729	0	0	0.0992423	0.43349	0.398636
ENSMUSG00000090590	0.0428008	0	0	0	0	0	0	0	0.06301	0
ENSMUSG00000090591	0	0.0150513	0	0	0	0.00942012	0.0458745	0.0284765	0.0139361	0
ENSMUSG00000090592	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090593	4.25959	4.39878	1.37774	1.12602	0.375474	1.99033	1.84584	0.913083	0.98478	2.58567
ENSMUSG00000090594	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090596	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090597	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090598	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090599	1.36734	0.433634	0.280416	0.0117624	0.0525814	0.00624165	0.0663564	0.0212043	0.296759	0.722579
ENSMUSG00000090600	0.603145	0.771979	0.212251	0.191228	0.0968289	0.110208	0.0706929	0.151956	0.120915	0.2062
ENSMUSG00000090601	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090602	0.0573627	0.0818696	0.0441504	0.0873841	0	0.0167028	0.104229	0	0.134712	0.0714881
ENSMUSG00000090603	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090604	0	0	0	0	0.0382246	0	0	0	0.0432854	0
ENSMUSG00000090605	0	0	0.0291167	0	0	0	0	0	0	0
ENSMUSG00000090607	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090608	0.269663	0.0598668	0.0292804	0.0207739	0.0695845	0.0434812	0	0.405236	0.0104486	0.0219844
ENSMUSG00000090610	0	0	0	0.0108936	0	0.0124942	0	0	0	0.0135136
ENSMUSG00000090611	2.05108	0.474409	0.612573	0.598411	0.512803	0.235992	0.59407	0.245845	0.537718	2.12618
ENSMUSG00000090612	1.58878	1.34512	0.253671	0.530668	0.0371631	0.771465	0.187542	0.351631	0.0688927	0.17069
ENSMUSG00000090613	0.142865	4.61874	2.89427	2.32576	1.95883	1.72529	2.74509	1.97615	2.85035	0.481181
ENSMUSG00000090614	0	0.477006	0.0290684	0.00593502	0	0.00941176	0	0	0.00832438	0
ENSMUSG00000090616	0.174204	2.52253	0.933178	0.670441	0.13444	0.107116	0	0	0.404174	0.0793479
ENSMUSG00000090617	0	0	0.0181833	0	0.00575203	0	0	0	0	0
ENSMUSG00000090618	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090619	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090620	0.0491217	0.0860582	0.035293	0.0247878	0.0798089	0.038597	0.119145	0	0.122798	0.13261
ENSMUSG00000090621	3.62364	4.01649	3.20829	2.73868	5.79984	2.16422	2.28591	2.23263	1.37996	2.71083
ENSMUSG00000090622	0	2.06294	2.71464	0.429664	0.464607	3.13795	2.03118	0.103477	0.436674	0.193374
ENSMUSG00000090623	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090624	0.0595208	0	0	0	0.0207464	0.0173312	0	0	0.0256397	0
ENSMUSG00000090625	252.824	173.383	620.868	718.258	590.507	275.496	314.77	340.827	755.731	782.356
ENSMUSG00000090626	0	0.158801	0.0672498	0	1.01767	0	0.227725	1.03389	4.39918	2.7265
ENSMUSG00000090627	0	0.0555145	0.0183068	0.0595114	0.0429621	0.0656121	0.0209189	0	0.302476	0.00688261
ENSMUSG00000090628	0.287236	1.27755	0.169587	1.08169	0.519135	0.354869	0	0.521208	0.0765186	0.114284
ENSMUSG00000090629	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090630	0.950572	0.953626	0.693649	0.330502	0.164688	0.33376	0.119594	0.497941	0.0901278	0.13587
ENSMUSG00000090631	0	0	0	0	0	0.0113531	0	0	0.0181006	0.0880951
ENSMUSG00000090632	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090633	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090634	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090635	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090636	0	0.0520942	0	0	0	0	0	0	0.0355527	0
ENSMUSG00000090637	0	0	0	0.231573	0	0	0	0	0	0
ENSMUSG00000090638	0	0	0	0	0	0.115469	0	0	0	0
ENSMUSG00000090639	0	0	0.000206106	0.0844952	0	0	0.14831	0	0	0
ENSMUSG00000090640	85.1773	98.1726	99.1286	32.3869	80.1058	33.0498	39.4255	44.217	24.1558	17.7556
ENSMUSG00000090641	1.87944	3.54864	3.73394	2.75455	4.04668	2.97036	1.84033	4.13004	3.72078	5.14171
ENSMUSG00000090642	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090643	0	0	0	0	0	0.00680154	0	0	0.00992063	0.00808197
ENSMUSG00000090645	0	0	0	0	0	0	0	0.0509932	0	0
ENSMUSG00000090646	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090647	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090648	66.5636	89.8598	51.2231	72.1553	85.0064	48.7933	70.1637	51.9514	105.537	8.67727
ENSMUSG00000090649	1.51496	0.240762	0	0	0.0372199	0	0	0	0	0.0521242
ENSMUSG00000090650	0.152758	0.0327967	0	0.0213289	0	0.0210633	0	0	0	0
ENSMUSG00000090651	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090652	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090653	3.04486	0.298383	0.0643535	0.103526	0.15355	0.0122688	0	0.722361	0.0181504	0.0649276
ENSMUSG00000090655	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090656	8.6584	0.658647	0.151368	0.145883	0.0400074	0.00909812	0.0608205	0.123782	0.181697	0.0425159
ENSMUSG00000090657	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090658	0	0.292396	0	0	0	0	0	0	0	0
ENSMUSG00000090659	0.666075	0.992294	2.35511	2.2387	1.08019	2.21768	1.28623	1.25003	1.19894	3.10212
ENSMUSG00000090660	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090661	0	0.225964	0.0538325	0.0296927	0.00932625	0.046746	0.0189705	0	0	0
ENSMUSG00000090662	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090663	14.5509	11.5181	9.03845	8.85029	7.64585	9.50014	9.29903	6.90471	8.47153	10.7298
ENSMUSG00000090664	0	0.301254	0.0316949	0.144859	0.165065	0.191505	0.0437946	0.0362471	0.121061	0.00634557
ENSMUSG00000090665	0	0	0.126209	0.00459521	0	0	0	0	0.00580897	0.00942405
ENSMUSG00000090666	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090667	0	0	0	0.0651631	0	0	0	0	0	0
ENSMUSG00000090668	0	0	0	0	0	0	0	0	0	0.277922
ENSMUSG00000090669	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090671	0	0.322725	0.128382	0.143119	0.070312	0	0	0.91937	0.0800812	0
ENSMUSG00000090672	0.661965	0.618689	0.506051	0.245785	0.243821	0.942521	0.763798	0.24514	0.298299	0.967949
ENSMUSG00000090673	2.57632	2.41789	2.92617	2.63607	1.5891	1.82591	3.03039	3.49368	2.00545	2.3607
ENSMUSG00000090674	1.0995	1.68297	0.0178187	0.234162	0.179493	0.102502	0.0893472	0.0395695	0.0319352	0
ENSMUSG00000090675	0	0	0	0	0	0	0	0	0.0182918	0
ENSMUSG00000090676	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090677	2.0388	3.69714	1.80751	1.22037	0.934173	4.50316	4.61849	2.51407	0.390315	0.89451
ENSMUSG00000090678	1.67042	2.61425	4.16429	4.6342	1.31165	2.79929	3.83143	3.72858	8.14474	2.60775
ENSMUSG00000090679	2.70049	3.46642	1.06749	0.973078	2.18286	1.09094	1.11613	0.749276	0.731082	1.18307
ENSMUSG00000090680	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090681	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090682	0	0	0	0.0471642	0	0	0	0	0	0
ENSMUSG00000090683	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090684	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090685	0	0.397222	0	0	0	0	0.0796819	0	0.0929346	0.465422
ENSMUSG00000090686	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090687	13.5057	21.4543	11.6251	10.9512	10.0686	11.1185	11.2752	15.2132	2.54058	5.80539
ENSMUSG00000090688	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090689	0	0	0	0	0	0	0.025584	0.0415567	0	0.0179302
ENSMUSG00000090690	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090691	0.047779	0.646237	0.411732	0.694866	0.739858	0.462188	0.643065	0.672554	2.60057	0.498266
ENSMUSG00000090692	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090693	0	0	0	0.0759027	0.0777519	0.00884147	0	0	0.793751	0.136469
ENSMUSG00000090695	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090697	0.0974487	0.0985682	0	0.0082695	0.012748	0	0.0607583	0.0259328	0	0.32094
ENSMUSG00000090698	0	0.622964	0.282392	0.151112	0.129909	0.189535	0.504437	0.369581	0.0632882	0.0621087
ENSMUSG00000090699	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090700	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090701	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090702	0.0140637	0.0116208	0.0876289	0.0829844	0.00440934	0.0645603	0.017938	0.0737468	0.28102	0.118954
ENSMUSG00000090703	0	0	0.0232999	0.231193	0.161464	0	0	0	0.0224815	0
ENSMUSG00000090704	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090706	1.3291	0.0326903	0	0.142152	0.0254285	0.1108	0	0	0	0
ENSMUSG00000090707	0	0.0486003	0.210314	0.0242835	0.00833497	0.00792689	0.0883626	0	2.88974	1.38037
ENSMUSG00000090708	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090709	0	0.151217	0.0136642	0.0448318	0	0	0	0	0.12967	0
ENSMUSG00000090710	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090711	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090712	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090713	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090714	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090715	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090716	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090718	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090720	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090721	4.77741	3.25969	4.3639	3.4438	4.35501	3.98642	4.54716	5.38191	4.45582	8.24859
ENSMUSG00000090722	0.0483823	0.882715	0.0964997	0.14462	0.068612	0	0	0	0	0
ENSMUSG00000090723	0.044627	0	0.0523053	0.239219	0.142913	0.108676	0.0784981	0	0.200334	0.211957
ENSMUSG00000090724	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090725	0	0.0364793	0.0143993	0.0115596	0	0.012996	0	0	0	0.0347714
ENSMUSG00000090726	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090727	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090728	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090731	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090732	0.259232	1.40808	0.0924257	0	0	0	0	0	0	0.366259
ENSMUSG00000090733	448.245	155.874	119.44	129.914	105.396	159.252	175.48	166.596	617.176	324.067
ENSMUSG00000090736	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090737	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090738	0	0	0	0	0	0	0.210745	0	0	0
ENSMUSG00000090739	5.46878	11.8213	7.32804	5.66122	6.5274	6.61655	6.39311	6.25808	5.84214	12.4363
ENSMUSG00000090740	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090741	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090742	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090743	0.0360666	0.475196	0.229431	0.0366221	0.113129	0.0539675	0	0	0	0.0521766
ENSMUSG00000090744	0	0	0	0	0	0	0.0603283	0	0	0.0608095
ENSMUSG00000090745	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090746	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090747	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090748	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090750	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090751	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090752	0	0	0	0	0	0	0	0	0	0.0303247
ENSMUSG00000090753	0	0	0	0.0386233	0	0	0	0	0	0
ENSMUSG00000090754	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090756	0.974483	0.892065	0.331917	0.647938	0.203512	0.765048	0.646941	0	0.229451	0.337903
ENSMUSG00000090757	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090758	0.152873	0.0622947	0.165018	0	0.145837	0.307644	0.152221	0	0.554842	0.0865328
ENSMUSG00000090759	0	0	0	0	0	0.0313878	0	0	0.111862	0
ENSMUSG00000090760	0.0132806	0.108539	0.0150998	0.0280402	0.00634773	0.0129364	0.0644719	0.0525488	0.0255936	0.069432
ENSMUSG00000090761	5.88517	9.32926	19.3499	13.8475	18.243	11.3269	17.2396	11.5454	14.8499	14.2686
ENSMUSG00000090762	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090764	0	0	0	0	0	0	0	0	0	0.0351445
ENSMUSG00000090765	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090766	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090767	0	0.0244175	0	0.00551357	0	0	0.0453473	0	0	0
ENSMUSG00000090769	3.24242	26.7472	3.66402	10.652	3.15658	6.98159	8.53701	9.23613	0.906348	0.0292096
ENSMUSG00000090770	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090771	0	0	0.0147274	0	0.527969	0	0	0	0	0
ENSMUSG00000090772	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090773	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090774	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090776	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090777	4.34798	0.426597	0.0241145	0.0201648	0.0468116	0	0.145497	0	0	0
ENSMUSG00000090778	0.392611	0	0	0	0.153118	0.0549178	0	0	0	0.239233
ENSMUSG00000090779	0	0.0302534	0.184408	0.0401692	0.0232585	0.112915	0.327806	0.154061	0	0
ENSMUSG00000090780	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090781	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090782	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090783	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090784	0	0	0.025407	0.00878092	0	0	0	0	0	0
ENSMUSG00000090785	2.74195	3.03855	0.116599	0.252195	0.259507	0.420061	0.247232	1.38889	0.950164	0.0609912
ENSMUSG00000090788	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090790	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090791	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090792	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090793	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090794	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090795	0	0	0	0	0	0	0	0	0.0443846	0
ENSMUSG00000090796	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090797	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090798	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090799	0	0	0.163869	0.0846241	0.216708	0.378842	0.394848	0.0269478	2.50706	2.18007
ENSMUSG00000090800	0	0	0	0.0101435	0	0	0	0.0471815	0	0
ENSMUSG00000090801	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090802	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090803	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090804	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090806	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090808	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090809	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090811	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090812	0.273995	1.16731	0.867885	1.27672	2.51042	2.08695	0.617789	0.505721	0.541697	1.28177
ENSMUSG00000090813	1.70136	0.091038	0.742455	0.00970487	0	0	0.0423562	0	0.103896	0
ENSMUSG00000090814	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090815	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090816	0	0	0	0	0	0.033591	0	0	0	0
ENSMUSG00000090817	0	0.390634	0.0572623	0.0178473	0.324611	0.182241	0.0255537	0.111799	0	0
ENSMUSG00000090818	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090819	0	0.0379457	0.0168387	0.0565496	0	0.0243701	0	0.0736695	0.113536	0.169528
ENSMUSG00000090821	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090823	0	1.0008	0.0577169	0.0422837	0.311164	0.308998	0.331699	0	0.152822	0.0903276
ENSMUSG00000090824	0	0.00575538	0.329611	0.0891729	0.0755205	0.174092	0	0.116031	0.106084	0.0597012
ENSMUSG00000090825	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090826	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090827	0	0	0	0	0	0	0	0	0	0
